path	stage	model_key	model	window	species	group	te_f1	te_precision	te_recall	te_auprc	macro_f1	bg_f1	n_windows	n_labeled_tokens
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/western_clawed_frog.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	western_clawed_frog	vertebrate	0.6703866563425706	0.7806869509108055	0.587395742561932	0.748642431859775	0.7491491712000395	0.8279116860575086	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/zebrafish.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	zebrafish	vertebrate	0.7947821775609891	0.7787798335887891	0.8114559493508438	0.8562567566456346	0.8423992007272307	0.8900162238934725	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/brachypodium.json	transfer_BC_w4096	generanno	generanno	4096	brachypodium	plant	0.2535336432774249	0.27408883135795475	0.23584642962808264	0.23682139984284006	0.6097935724051866	0.9660535015329482	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/c_elegans.json	transfer_BC_w4096	generanno	generanno	4096	c_elegans	invertebrate	0.13896718583151352	0.8022492190211732	0.07607228855387346	0.5354236198617414	0.5296989903328368	0.9204307948341602	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/chicken.json	transfer_BC_w4096	generanno	generanno	4096	chicken	vertebrate	0.8354232678621717	0.8094781107053877	0.8630866710144601	0.888771759241679	0.9032422428610118	0.9710612178598521	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/fruit_fly.json	transfer_BC_w4096	generanno	generanno	4096	fruit_fly	invertebrate	0.23055293665517426	0.9201272032714457	0.13178718711447887	0.8695725063800586	0.39133049880623616	0.552108060957298	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/human.json	transfer_BC_w4096	generanno	generanno	4096	human	vertebrate	0.9831748957889089	0.9752214365463342	0.991259151285278	0.9983199303004878	0.9875305028979797	0.9918861100070505	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/maize.json	transfer_BC_w4096	generanno	generanno	4096	maize	plant	0.32969530436883515	0.9436614630370275	0.19974013618000186	0.9086413525073489	0.3891251092605157	0.4485549141521962	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/mouse.json	transfer_BC_w4096	generanno	generanno	4096	mouse	vertebrate	0.9055084525802993	0.9214984759999492	0.8900638883297365	0.9503300783970343	0.8900617375154808	0.8746150224506622	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/rice.json	transfer_BC_w4096	generanno	generanno	4096	rice	plant	0.3165055108526608	0.8453449586351158	0.19470191680972027	0.7040897572321463	0.5867588500809071	0.8570121893091535	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/sorghum.json	transfer_BC_w4096	generanno	generanno	4096	sorghum	plant	0.4662074325077214	0.912157327489826	0.3131229395261726	0.800978858918481	0.6753004680175453	0.8843935035273691	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/thale_cress.json	transfer_BC_w4096	generanno	generanno	4096	thale_cress	plant	0.06170003946050409	0.7378100423472475	0.03219623972418308	0.24937086239556355	0.5111925037483853	0.9606849680362665	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/western_clawed_frog.json	transfer_BC_w4096	generanno	generanno	4096	western_clawed_frog	vertebrate	0.5737703180648919	0.854931193666624	0.4317732305178406	0.7906909116606687	0.6743624538244626	0.7749545895840333	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/zebrafish.json	transfer_BC_w4096	generanno	generanno	4096	zebrafish	vertebrate	0.7256968318567522	0.7930501782383909	0.6688884754455077	0.8003517361983455	0.8036849675351249	0.8816731032134976	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/brachypodium.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	brachypodium	plant	0.32127492424525833	0.572457005732569	0.2232969318772751	0.2974425441936872	0.6492478160723748	0.9772207078994913	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/c_elegans.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	c_elegans	invertebrate	0.345012472034356	0.9315396632529075	0.21171188941401103	0.583931227004029	0.6383371836900523	0.9316618953457486	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/chicken.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	chicken	vertebrate	0.8516226680157541	0.8454016452638482	0.8579359262722501	0.9117575520886761	0.9132021298004505	0.9747815915851469	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/fruit_fly.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	fruit_fly	invertebrate	0.6577990369528225	0.9376417551031837	0.5066018146953256	0.9117740541436333	0.6613785845202482	0.6649581320876738	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/human.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	human	vertebrate	0.961411324419745	0.9553016838253651	0.9675996165545768	0.992781191144201	0.9714604034315709	0.9815094824433969	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/maize.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	maize	plant	0.23467995135426353	0.9472330214690309	0.13393087249416868	0.8561183412922874	0.33448110642597473	0.43428226149768595	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/mouse.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	mouse	vertebrate	0.937559801228433	0.9202431684608082	0.9555406425635433	0.9837636029356623	0.9237863505052355	0.9100128997820381	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/rice.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	rice	plant	0.115519977917328	0.9278774046299315	0.06159420289855073	0.5109621431563902	0.4799454347953573	0.8443708916733865	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/sorghum.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	sorghum	plant	0.1793904911276665	0.9844343725678707	0.09868695815797807	0.6205832449595935	0.519768198205043	0.8601459052824195	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/thale_cress.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	thale_cress	plant	0.035088806918570414	0.8647822765469825	0.017907708857355292	0.2045764491512128	0.49786589475001686	0.9606429825814633	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/western_clawed_frog.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	western_clawed_frog	vertebrate	0.7676709570719781	0.820421484689311	0.7212940147841984	0.7953935677915327	0.795918799864751	0.824166642657524	1200	823200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/ntv2_500m/zebrafish.json	transfer_BC_w4096	ntv2_500m	ntv2_500m	4096	zebrafish	vertebrate	0.8151318178516959	0.7904131102284572	0.8414465003298747	0.8740597985663615	0.8611008291551203	0.9070698404585448	1200	823200
